104.19.74.197,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,162.43,0.00
104.19.16.180,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,163.44,0.00
104.19.67.86,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,164.20,0.00
162.159.138.52,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,164.75,0.00
162.159.137.161,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,168.58,0.00
162.159.140.137,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,171.38,0.00
162.159.130.113,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,172.29,0.00
162.159.246.0,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,173.67,0.00
162.159.135.86,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,173.81,0.00
104.19.0.245,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,174.07,0.00
104.19.10.38,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,174.45,0.00
162.159.194.238,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,175.34,0.00
104.19.90.171,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,175.47,0.00
104.18.31.18443,8443,true,NRT,Asia Pacific,Tokyo,4,0.00,175.81,0.00
104.19.64.18443,8443,true,NRT,Asia Pacific,Tokyo,4,0.00,176.46,0.00
104.16.126.92,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,177.27,0.00
162.159.242.45,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,177.32,0.00
162.159.141.32,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,177.59,0.00
162.159.254.141,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,177.79,0.00
104.19.5.30,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,177.94,0.00
162.159.142.247,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,177.96,0.00
104.19.127.205,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,178.61,0.00
141.101.123.110,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,178.70,0.00
162.159.133.7,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,179.28,0.00
104.16.127.176,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,180.69,0.00
104.18.170.133,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,181.00,0.00
104.19.72.192,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,181.68,0.00
104.19.30.51,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,182.22,0.00
162.159.143.35,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,183.11,0.00
104.16.47.137,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,183.88,0.00
162.159.128.200,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,184.29,0.00
104.19.78.47,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,184.43,0.00
198.41.198.46,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,184.63,0.00
141.101.120.106,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,184.83,0.00
104.19.39.43,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,185.06,0.00
162.159.152.98443,8443,true,NRT,Asia Pacific,Tokyo,4,0.00,185.29,0.00
162.159.153.57,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,186.04,0.00
104.16.121.229,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,186.08,0.00
104.16.112.176,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,186.76,0.00
198.41.209.183,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,186.90,0.00
162.159.23.100,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,186.97,0.00
104.19.124.73,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,187.00,0.00
104.19.251.203,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,187.41,0.00
104.18.113.133,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,187.55,0.00
162.159.13.39,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,187.92,0.00
104.16.119.28,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,188.30,0.00
104.16.115.98443,8443,true,NRT,Asia Pacific,Tokyo,4,0.00,188.57,0.00
104.19.254.97,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,188.71,0.00
141.101.90.186,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,188.80,0.00
104.21.27.237,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,188.81,0.00
162.159.39.211,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,188.92,0.00
104.18.185.132,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,189.17,0.00
162.159.243.245,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,189.42,0.00
104.16.39.248,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,189.78,0.00
104.17.72.241,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,189.79,0.00
104.19.212.50,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,190.13,0.00
104.18.26.236,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,190.95,0.00
162.159.251.112,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,190.97,0.00
104.16.116.178443,8443,true,NRT,Asia Pacific,Tokyo,4,0.00,191.30,0.00
104.19.252.218,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,191.74,0.00
104.18.126.168,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,191.78,0.00
104.16.124.68443,8443,true,NRT,Asia Pacific,Tokyo,4,0.00,191.90,0.00
162.159.38.175,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,191.96,0.00
162.159.196.118443,8443,true,NRT,Asia Pacific,Tokyo,4,0.00,192.40,0.00
162.159.24.186,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,192.75,0.00
162.159.252.206,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,192.78,0.00
162.159.45.187,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,192.95,0.00
104.16.125.129,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,192.97,0.00
162.159.241.159,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,193.38,0.00
104.18.123.208443,8443,true,NRT,Asia Pacific,Tokyo,4,0.00,193.46,0.00
104.18.119.5,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,193.60,0.00
104.21.120.65,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,194.26,0.00
104.16.114.50,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,194.31,0.00
162.159.245.85,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,194.75,0.00
162.159.250.202,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,194.81,0.00
162.159.249.218,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,194.84,0.00
104.18.121.27,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,195.15,0.00
104.17.129.67,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,195.17,0.00
104.16.122.70,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,195.32,0.00
173.245.59.8,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,195.56,0.00
104.19.83.201,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,196.00,0.00
162.159.255.218443,8443,true,NRT,Asia Pacific,Tokyo,4,0.00,196.07,0.00
162.159.248.82,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,197.08,0.00
104.16.113.55,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,197.42,0.00
104.19.241.76,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,197.64,0.00
162.159.129.43,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,198.34,0.00
162.159.253.16,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,198.54,0.00
104.19.132.57,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,198.72,0.00
104.16.217.216,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,198.93,0.00
104.21.123.198443,8443,true,NRT,Asia Pacific,Tokyo,4,0.00,199.15,0.00
104.18.153.180,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,199.48,0.00
104.16.118.198443,8443,true,NRT,Asia Pacific,Tokyo,4,0.00,199.80,0.00
104.17.74.102,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,199.90,0.00
162.159.240.215,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,199.95,0.00
188.114.99.108443,8443,true,NRT,Asia Pacific,Tokyo,4,0.00,200.01,0.00
104.17.70.71,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,200.74,0.00
104.16.45.168443,8443,true,NRT,Asia Pacific,Tokyo,4,0.00,200.91,0.00
162.159.44.119,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,201.29,0.00
104.16.222.48,8443,8443,true,NRT,Asia Pacific,Tokyo,0.00,201.76,0.00
